Date,Open,High,Low,Price
16-01-17,18899.7,19134.5,18865.25,19096.45
17-01-17,19128.15,19202.25,18981.85,19067.05
18-01-17,19074.85,19276.5,19072.1,19164.5
19-01-17,19165.35,19185.3,19046.1,19124.25
20-01-17,18996.6,19071.65,18793.05,18820.8
23-01-17,18762,18909.65,18722.85,18842.7
24-01-17,18931,19054.3,18906.95,19023.5
25-01-17,19120.05,19518.45,19114.15,19473.2
27-01-17,19588.4,19794.95,19534.9,19708.3
30-01-17,19718.8,19767.05,19561.1,19585.25
31-01-17,19533.2,19624.1,19435.45,19515.15
01-02-17,19522.4,20047.85,19470.95,20020.6
02-02-17,20053.95,20146.9,19915.2,20070.3
03-02-17,20061.9,20229.65,20009.95,20196.8
06-02-17,20307.15,20462.45,20298.05,20371.6
07-02-17,20367.3,20426.95,20281.5,20327.25
08-02-17,20335.25,20362.8,20070.15,20245.4
09-02-17,20312.65,20406.6,20000.35,20151.15
10-02-17,20225.75,20310,20167.1,20213.9
13-02-17,20273.65,20308.7,20116.9,20251.8
14-02-17,20304.5,20314.05,20158.85,20258.1
15-02-17,20282.1,20368.2,20115.85,20163.7
16-02-17,20243.25,20295.55,20088.2,20243.7
17-02-17,20918.45,21042.35,20449.65,20551.35
20-02-17,20494.85,20702.6,20472.4,20677.1
21-02-17,20695.9,20903.35,20619.25,20860.95
22-02-17,20937.6,20958.25,20829.65,20868.45
23-02-17,20887.65,21011.9,20828.4,20876.65
27-02-17,20853.45,20853.45,20584.75,20613.05
28-02-17,20632.85,20681.3,20560.6,20607.25
01-03-17,20698.9,20833.75,20678.75,20783.75
02-03-17,20885,20905,20516.9,20560.05
03-03-17,20572.85,20580.45,20423.35,20495.6
06-03-17,20548.95,20727.5,20532.2,20663.65
07-03-17,20685.95,20701.25,20585.95,20627.5
08-03-17,20630.15,20715.2,20534.25,20676.55
09-03-17,20620.55,20780.25,20603.9,20721.35
10-03-17,20825.9,20876.95,20648.8,20727.55
14-03-17,21189.85,21274.45,21059.7,21102.7
15-03-17,21089.4,21216.9,21063.95,21157.9
16-03-17,21237.5,21289.8,21194.25,21249.9
17-03-17,21308.45,21336.05,21127.95,21175.05
20-03-17,21202.55,21202.55,21084.8,21110.25
21-03-17,21110.65,21146.5,20967,21019
22-03-17,20815.35,20899,20753.9,20781.35
23-03-17,20848.75,20934.75,20775.35,20895.5
24-03-17,20987.6,21174.1,20929.15,21122.55
27-03-17,21178.1,21179.2,20979.55,21056.9
28-03-17,21229,21264.95,21145,21225.4
29-03-17,21291.45,21418.6,21255.75,21391.15
30-03-17,21374.35,21696,21331.9,21620.7
31-03-17,21551.85,21574.15,21414,21444.15
03-04-17,21539.2,21564.25,21408.6,21547.75
05-04-17,21602.2,21699.3,21499.75,21652.7
06-04-17,21572.7,21674,21488.9,21622.95
07-04-17,21536.5,21616.85,21397,21431.15
10-04-17,21492.05,21552.1,21396.05,21520.15
11-04-17,21521.45,21753.35,21483.55,21736.15
12-04-17,21735.65,21787.1,21551.75,21666.8
13-04-17,21651.25,21758.85,21627,21686.6
17-04-17,21700.5,21743.3,21576.75,21647.6
18-04-17,21706.05,21947,21634.15,21671.85
19-04-17,21674.1,21706.3,21470.2,21556.35
20-04-17,21419.45,21558.85,21396,21491.4
21-04-17,21567.5,21614.55,21386.2,21551.45
24-04-17,21591.9,21884.85,21578.65,21857.4
25-04-17,21960.65,22093.25,21900.3,22054.7
26-04-17,22158.65,22276.05,21814.9,22242.85
27-04-17,22274.05,22380.85,22169.8,22326.3
28-04-17,22296.8,22383,22182.55,22358.25
02-05-17,22412.55,22492.15,22266.15,22341.35
03-05-17,22445.85,22449,22240.05,22307.3
04-05-17,22618.3,22743.7,22449.9,22720.1
05-05-17,22844.85,22853.55,22514,22604.95
08-05-17,22678.45,22835.15,22632.5,22767.35
09-05-17,22820.8,22835.35,22664.35,22707.3
10-05-17,22767.75,22859.4,22742.05,22830.35
11-05-17,22916.05,22977.85,22764.65,22818.45
12-05-17,22840.4,22859.15,22578,22671.7
15-05-17,22735.85,22891.7,22730.35,22821.5
16-05-17,22857.6,22944.1,22727.65,22928.6
17-05-17,22972.35,22978.15,22830.1,22935.95
18-05-17,22750.45,22834.55,22660.2,22698.6
19-05-17,22761.95,22902.25,22628.45,22769.8
22-05-17,22874.8,22918.35,22637.75,22652.85
23-05-17,22674.9,22740.4,22492.2,22582.8
24-05-17,22624.5,22673.4,22469.8,22536.3
25-05-17,22573.65,23267.8,22570.35,23190.8
26-05-17,23151.4,23408.35,23092.35,23362.2
29-05-17,23310.6,23464,23141.15,23182.75
30-05-17,23142.1,23337.15,23093.95,23307.25
31-05-17,23321.2,23469.45,23248.5,23424.8
01-06-17,23394.1,23396.15,23224.05,23310.15
02-06-17,23435.2,23453.3,23308.4,23375.9
05-06-17,23397.4,23494.7,23349.95,23459.65
06-06-17,23523.05,23536.1,23381.7,23416.3
07-06-17,23482.85,23606.15,23427.55,23567.65
08-06-17,23630.35,23659.1,23514.2,23536.1
09-06-17,23483.95,23708.65,23476.85,23690.9
12-06-17,23610.15,23630.1,23441.8,23470.45
13-06-17,23447,23615.2,23446.9,23477.85
14-06-17,23555.3,23562.8,23399.4,23498.7
15-06-17,23444.7,23473.3,23311.85,23391.75
16-06-17,23448.6,23527.65,23391,23502.75
19-06-17,23571.35,23806.65,23535.7,23742.15
20-06-17,23720.6,23760.35,23651.2,23697.95
21-06-17,23638.15,23760.75,23610.2,23708.75
22-06-17,23716.85,23897.85,23694.15,23736.1
23-06-17,23772.3,23786.5,23507.5,23542.75
27-06-17,23636.95,23640.1,23055.75,23216.25
28-06-17,23209.55,23322.55,23113.65,23235.85
29-06-17,23312.4,23476,23124.35,23227.3
30-06-17,23137.25,23254.1,22996.4,23211.2
03-07-17,23240.35,23330.1,23144.3,23272.8
04-07-17,23325.5,23363.05,23163.7,23214.2
05-07-17,23241.9,23380.35,23205.55,23352.6
06-07-17,23399.5,23540.15,23369.5,23466.65
07-07-17,23463.75,23492.6,23400.6,23449.15
10-07-17,23583.25,23964.8,23289.9,23675.05
11-07-17,23744.55,23744.55,23552.6,23584.6
12-07-17,23623.75,23736.55,23523.65,23695.45
13-07-17,23817.25,23938,23811,23888.65
14-07-17,23949.5,23963.65,23755.95,23937.7
17-07-17,24011.4,24066.1,23913.65,24015.05
18-07-17,23958.15,24147.45,23942.1,24022.05
19-07-17,24069.2,24180.75,24053.7,24152.65
20-07-17,24170.65,24299.6,24170.65,24213.35
21-07-17,24231.4,24289.3,24066.9,24257.05
24-07-17,24307.7,24460.55,24234.65,24420.85
25-07-17,24622.9,24624.65,24450.2,24520.7
26-07-17,24578.15,24720.9,24484.9,24670.7
27-07-17,24857.5,25032.25,24799.4,24922.4
28-07-17,24744.55,24859.75,24651.05,24811.3
31-07-17,24880.6,25168.1,24828.5,25103.65
01-08-17,25152.85,25179.5,25000.9,25122.8
02-08-17,25190.4,25198.8,24926.25,25055.2
03-08-17,25002.85,25005.15,24619.6,24675.05
04-08-17,24629.5,24879.7,24591.8,24827.45
07-08-17,24854.15,24979.35,24844.45,24906.35
08-08-17,24942.2,24966.05,24534.35,24599.5
09-08-17,24519.25,24532.4,24328.1,24374.6
10-08-17,24300.45,24326.9,23822.2,24217.35
11-08-17,23958.25,24191.2,23868.3,23985.75
14-08-17,24051.05,24212.15,24038.15,24115.75
16-08-17,24188.75,24461.2,23947.45,24437.7
17-08-17,24495.2,24496.2,24121.55,24237.25
18-08-17,24125.3,24130.15,23925.95,24074.45
21-08-17,24140.55,24258.95,23882.25,23936.5
22-08-17,24080.6,24127.45,23852.65,23974.45
23-08-17,24084.95,24350,24074.15,24316.8
24-08-17,24374.75,24411.05,24224.85,24274.2
28-08-17,24351.25,24422.45,24301.35,24377.1
29-08-17,24302,24320.95,24103.3,24128.95
30-08-17,24253.05,24384.1,24241.3,24308.7
31-08-17,24354.35,24354.35,24207.7,24318.4
01-09-17,24389.2,24494.35,24319.2,24434
04-09-17,24456.3,24459.35,24156.4,24236.85
05-09-17,24272.6,24388.05,24256.3,24328.3
06-09-17,24192.4,24331.3,24151.1,24279.15
07-09-17,24324.85,24413.1,24246.9,24304.9
08-09-17,24409.5,24419.25,24273,24370.8
11-09-17,24468.5,24735.35,24458.25,24672.25
12-09-17,24779.15,24821.35,24653.6,24784.7
13-09-17,24818.35,24948.8,24737.8,24831.8
14-09-17,24857.25,24994.3,24815.5,24912.25
15-09-17,24840.3,24916.85,24791.55,24844.3
18-09-17,24948.15,25105.35,24941.75,25046.9
19-09-17,25059.75,25103.45,24993,25041.55
20-09-17,24984.65,25052.6,24938.3,24965.05
21-09-17,24934.1,24992.5,24706.45,24799.25
22-09-17,24704.55,24709.7,24340,24368.85
25-09-17,24361.55,24363.8,24015.45,24165.05
26-09-17,24105.6,24236.95,24017.4,24199.15
27-09-17,24308.7,24331.85,23766.6,23812.95
28-09-17,23804.05,24074.2,23611.1,24008.15
29-09-17,24114,24227.45,24004.8,24053
03-10-17,24200.6,24226.8,24007.25,24103.4
04-10-17,24124.15,24230.45,24058.65,24113.3
05-10-17,24114.75,24188.3,24033.35,24058.05
06-10-17,24083.55,24242.05,24074.35,24190
09-10-17,24209.55,24311.1,24156.05,24251.9
10-10-17,24304.8,24379.75,24273.65,24347.45
11-10-17,24411.45,24460.25,24054.25,24107.45
12-10-17,24151.45,24393.4,23978.4,24361.25
13-10-17,24411.1,24779.75,24387.8,24689.15
16-10-17,24815.4,24878.65,24516.55,24703.05
17-10-17,24697.25,24809.15,24571.85,24645.6
18-10-17,24354.75,24454.65,24270.05,24313.75
19-10-17,24238.4,24255.3,23923.7,24009.75
23-10-17,24085.45,24151,23912.55,24088.9
24-10-17,24141.95,24293.25,24032.65,24222.15
25-10-17,24980.65,25157.8,24560.75,25035.9
26-10-17,24953.95,25186.05,24864.6,25022.2
27-10-17,24887.6,24995.7,24798.65,24839.55
30-10-17,24873.65,25064.85,24808.55,24988.55
31-10-17,25042.1,25078.65,24948.1,25019.35
01-11-17,25197.3,25549.35,25171.75,25490.45
02-11-17,25508.4,25598.75,25405.5,25427.3
03-11-17,25531.4,25695.5,25394.95,25650.7
06-11-17,25569,25694.6,25529.5,25571.15
07-11-17,25669.1,25695.75,25248.95,25300.8
08-11-17,25375.8,25435.6,25119.5,25184.35
09-11-17,25281,25385.2,25166.15,25291.35
10-11-17,25250.9,25598.55,25237.2,25498.95
13-11-17,25570.25,25611.55,25337.25,25358.3
14-11-17,25352.55,25404.8,25223.1,25284.6
15-11-17,25241.65,25318.05,25166.35,25218.9
16-11-17,25292.9,25496.05,25273.7,25446.6
17-11-17,25875.7,25924.9,25679.55,25728.4
20-11-17,25733.7,25803.15,25681.7,25768.6
21-11-17,25829.3,25871.1,25726.5,25757.5
22-11-17,25805.65,25831.95,25665.85,25766.65
23-11-17,25826.3,25838.55,25620.95,25736.25
24-11-17,25776.6,25849,25749.1,25779.65
27-11-17,25693.05,25931.85,25673.5,25891.95
28-11-17,25830.45,25953.5,25795.5,25846.4
29-11-17,25829.65,25877.75,25746.8,25795.7
30-11-17,25693.8,25700.85,25246.85,25332.4
01-12-17,25409.55,25441.35,25152.65,25191.95
04-12-17,25295.05,25297.2,24993.35,25075.1
05-12-17,25030.75,25217.7,24921.3,25124.85
06-12-17,25066.3,25077.45,24813.6,24851.8
07-12-17,24935.3,25097.4,24875.35,25057.25
08-12-17,25145.5,25367.7,25145.5,25321.15
11-12-17,25434.75,25448.85,25318.7,25404.85
12-12-17,25413.4,25416.2,25108.6,25125.45
13-12-17,25118.2,25270.75,24938.55,25000.35
14-12-17,25062.4,25205.9,24888.65,25168.2
15-12-17,25487.15,25559.05,25411.25,25440.3
18-12-17,25181.75,25759.9,24617.15,25594.55
19-12-17,25640.9,25757.95,25619.6,25716.2
20-12-17,25779.05,25780.05,25566.05,25591.7
21-12-17,25608.25,25629.95,25508.9,25554.3
22-12-17,25615.6,25694.5,25560.5,25648.55
26-12-17,25659.75,25712.95,25545.6,25675.25
27-12-17,25652.85,25733.2,25429.55,25496.05
28-12-17,25463.6,25561.95,25417.4,25490
29-12-17,25484.85,25566.4,25450.25,25539.45
01-01-18,25565.75,25588,25271.55,25318.1
02-01-18,25382.2,25425.5,25232.8,25338.25
03-01-18,25425.75,25454.9,25300.9,25318.6
04-01-18,25367.65,25490.35,25310.3,25462.6
05-01-18,25524.45,25643.35,25499.55,25601.85
